Event Date,Type,Event,Location,Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
08/07/2014,,RNY for NYCHA,Sondra Thomas Senior Center,102 W 91 St,Manhattan,10024,40.789779,-73.970124,7,6,177,1077231,1012210038,Upper West Side
02/05/2013,,Christopher Blenheim Senior Center,Christopher Blenman SC,720 East N.Y. Ave,Brooklyn,,,,,,,,,
08/06/2014,,Hurricane Preparedness,Rockaway Park Senior Center,106-20 Shore Front Parkway,Queens,11694,40.580723,-73.826713,14,32,938,4303818,4161770035,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
08/06/2014,,Citizen Preparedness Training,Manhattan Park Theater Club,"30 Riverhead Road #1B, Roosevelt Island",Manhattan,,,,,,,,,
08/05/2014,,National Night Out (101st Precinct),Beach 17th St,At Seagirt Blvd,Queens,,,,,,,,,
08/05/2014,,National Night Out (First Precinct),"Esplanade Plaza, Battery Park City",End of Liberty St,Manhattan,,,,,,,,,
08/05/2014,,National Night Out (Red Hook Criminal Justice Center & 76th Precinct),Coffey Park,85 Richards & Pioneer Sts,Brooklyn,,,,,,,,,
08/05/2014,,National Night Out (Central Park Precinct),Central Park,1 85th St Transverse,Manhattan,10000,40.780952,-73.961158,64,6,143,,,park-cemetery-etc-Manhattan
08/04/2014,,Emergency Preparedness,Red Hook Initiative,767 Hicks St,Brooklyn,11231,40.676803,-74.004705,6,38,59,3393808,3005350001,Carroll Gardens-Columbia Street-Red Hook
08/04/2014,,RNY for NYCHA,"Senior Center - Eastside House Settlement, Inc.",188 Lincoln Ave,Bronx,10454,40.809874,-73.927933,1,8,23,2091142,2023110001,Mott Haven-Port Morris
08/03/2014,,Boogie on the Blvd,Grand Concourse,Grand Concourse btw 165 and 167 St,Bronx,,,,,,,,,
08/03/2014,,Hester Street Fair,Seward Park,Essex and Hester Sts,Manhattan,,,,,,,,,
08/02/2014,,Millbrook Houses Annual Family,Millbrook Houses,137th Street btwn Brook & St Ann's Avenue,Bronx,,,,,,,,,
08/02/2014,,Bronx Summer Walks,Burnside Avenue (btwn Jerome and Davidson Avenue),Burnside Avenue,Bronx,,,,,,,,,
03/19/2013,,NYPL Epiphany Branch My Plan,My Plan,E. 23rd St between 2-3 Ave.,Manhattan,,,,,,,,,
08/01/2014,,Lafayette Gardens Adventure Club,NYCHA Headquarters,90 Church St,Manhattan,10007,40.712586,-74.009775,1,1,21,1001230,1000860001,SoHo-TriBeCa-Civic Center-Little Italy
07/31/2014,,Boys & Girls Club of Queens - Elementary Workshop,Variety Boys Girls Club of Queens,21-12 30th Road,Queens,11102,40.768955,-73.928269,1,22,79,4006319,4005500007,Old Astoria
07/31/2014,,Boys & Girls Club of Queens - Elementary Workshop,Variety Boys Girls Club of Queens,21-12 30th Road,Queens,11102,40.768955,-73.928269,1,22,79,4006319,4005500007,Old Astoria
07/31/2014,,Boys & Girls Club of Queens - Elementary Workshop,Variety Boys Girls Club of Queens,21-12 30th Road,Queens,11102,40.768955,-73.928269,1,22,79,4006319,4005500007,Old Astoria
07/30/2014,,Community Meeting,Red Hook Initiative,767 Hicks St,Brooklyn,11231,40.676803,-74.004705,6,38,59,3393808,3005350001,Carroll Gardens-Columbia Street-Red Hook
07/30/2014,,My Emergency Plan Presentation,GO Project,86 Fourth Avenue,Manhattan,10003,40.731674,-73.990305,2,2,61,1008997,1005570001,West Village
07/30/2014,,My Plan,Los Sures Social Services,1145 South 3 Street,Brooklyn,,,,,,,,,
07/29/2014,,RNY in Chinese,Two Bridges,286 South St (Clinton and Cherry St entrance),Manhattan,10002,40.710478,-73.986571,3,1,201,1003142,1002450001,Lower East Side
07/29/2014,,Citizen Preparedness Training,Cooper Union: The Great Hall,7 East 7th St (at 3rd Ave),Manhattan,10003,40.728857,-73.990161,3,2,38,1008788,1005440076,East Village
07/29/2014,,Hurricane Preparedness,Dyckman Senior Center,3754 10 Avenue,Manhattan,10034,40.860844,-73.921587,12,10,299,1080032,1022160001,Marble Hill-Inwood
07/29/2014,,Know Your Rights Forum (MOIA),Bronx YMCA,2125 Glebe Ave,Bronx,10462,40.8351,-73.850368,10,18,20601,2041406,2039630043,Westchester-Unionport
07/29/2014,,Building Community Resilience,Lifestyles for the Disabled,884 Targee St,Staten Island,10304,40.606875,-74.090244,2,50,50,5046160,5031520052,Grasmere-Arrochar-Ft. Wadsworth
07/28/2014,,RNY in Spanish,Bronx YMCA,2125 Glebe Ave,Bronx,10462,40.8351,-73.850368,10,18,20601,2041406,2039630043,Westchester-Unionport
07/28/2014,,MOIA Know Your Rights Forum,Bronx YMCA,1650 Purdy St,Bronx,10462,40.84002,-73.853924,9,18,222,2041258,2039580010,Parkchester
07/28/2014,,Community Meeting,Red Hook Initiative,767 Hicks St,Brooklyn,11231,40.676803,-74.004705,6,38,59,3393808,3005350001,Carroll Gardens-Columbia Street-Red Hook
07/27/2014,,Hester Street Fair,Seward Park,Essex and Hester,Manhattan,,,,,,,,,
07/26/2014,,Unity Walk,Utica and Church Aves,Utica and Church Ave,Brooklyn,,,,,,,,,
07/26/2014,,Bronx Summer Walks,Burnside Avenue (between Jerome and Davidson Aves,Burnside Avenue,Bronx,,,,,,,,,
07/25/2014,,Hurricane Preparedness,Haber House Senior Center,3024 West 24 Street,Brooklyn,11224,40.573171,-73.990645,13,47,352,3322050,3070700001,Seagate-Coney Island
07/24/2014,,My Emergency Plan Presentation for FDNY Staff,FDNY Headquarter Auditorium,9 Metrotech,Brooklyn,11201,40.69486,-73.984674,2,33,15,3058187,3020470011,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
07/24/2014,,My Emergency Plan Presentation for FDNY Staff,FDNY Headquarter Auditorium,9 Metrotech,Brooklyn,11201,40.69486,-73.984674,2,33,15,3058187,3020470011,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
07/23/2014,,Hurricane Preparedness,CCNS St Louis Senior Center,230 Kingston Avenue,Brooklyn,11213,40.671821,-73.941982,8,35,339,3032045,3012500025,Crown Heights North
07/23/2014,,Citizen Preparedness Training,Fordham University,113 W. 60th St,Manhattan,10023,40.770141,-73.984974,7,3,145,1028830,1011320020,Lincoln Square
07/23/2014,,RNY in Chinese (with interpreter),Chinese-American Planning Council,"136-18 39th Ave, 8th Floor",Queens,11354,40.76033,-73.829831,7,20,871,4112492,4049800011,Flushing
07/23/2014,,Community Preparedness Meeting,Red Hook Initiative,767 Hicks St,Brooklyn,11231,40.676803,-74.004705,6,38,59,3393808,3005350001,Carroll Gardens-Columbia Street-Red Hook
07/23/2014,,Mayor's Office to Combat Domestic Violence,Mayor's Office to Combat Domestic Violence,100 Gold St,Manhattan,10038,40.710353,-74.004007,1,1,1501,1001289,1000940025,Battery Park City-Lower Manhattan
07/22/2014,,Bronx YMCA Summer Camp - Elementary Workshop (Unit 1),Bronx YMCA,2 Castle Hill Ave,Bronx,10473,40.811781,-73.846335,9,18,90,2020591,2034870001,Soundview-Castle Hill-Clason Point-Harding Park
07/21/2014,,Hurricane Preparedmess,Wavecrest Baysawater Senior center,2716 Healy venue,Queens,,,,,,,,,
07/20/2014,,GrowNYC Tompkins Square Greenmarket,Tompkins Square Park,Ave A and East 7th St,Manhattan,,,,,,,,,
07/20/2014,,Queen's Borough President's Health & Wellness Fair,St. Helen's,83-09 157th Ave,Queens,11414,40.661214,-73.849857,10,32,892,4457754,4139470025,Lindenwood-Howard Beach
07/20/2014,,Queen's Borough President's Health & Wellness Fair,St. Helen's,83-09 157th Ave,Queens,11414,40.661214,-73.849857,10,32,892,4457754,4139470025,Lindenwood-Howard Beach
07/20/2014,,Stuyvesant Town GrowNYC Greenmarket,Stuyvesant Town,South End of Oval,Manhattan,,,,,,,,,
07/19/2014,,Greenpoint/McCarren Park GrowNYC Greenmarket,McCarren Park,Union Ave between Driggs & N 12th St,Brooklyn,,,,,,,,,
07/19/2014,,Bronx Summer Walks,Burnside Avenue (between Jerome and Davidson Avenu,Burnside Avenue,Bronx,,,,,,,,,
07/19/2014,,Brownsville Multi-Service Family Health Center Summerfest,"592 Rockaway Ave, btw Blake and Dumont Ave","592 Rockaway Ave, btw Blake and Dumont Ave",Brooklyn,11212,40.66552,-73.90968,16,41,924,3081790,3035600026,Brownsville
07/18/2014,,Bronx YMCA Summer Camp - Elementary Workshop (Unit 3),Bronx YMCA,2 Castle Hill Ave,Bronx,10473,40.811781,-73.846335,9,18,90,2020591,2034870001,Soundview-Castle Hill-Clason Point-Harding Park
07/18/2014,,Hurricane Preparedness,Penn Wortman Senior Center,895 Pennsylvania Avenue,Brooklyn,11207,40.655966,-73.888652,5,42,1104,3324011,3043690001,East New York
07/17/2014,,Hurricane Preparedness,Good Companions Senior Center,334 Madison Street,"New York,",10002,40.713266,-73.983237,3,2,202,1077526,1002600001,Lower East Side
07/16/2014,,NYCHA Emergency Preparedness,Stuyvesant Garden Senior Center,150 Malcolm X Blvd,Brooklyn,11221,40.688335,-73.930144,3,36,293,3044658,3016360024,Stuyvesant Heights
07/16/2014,,PS 11 - Summer Camp (1st & 2nd Graders),PS 11,320 West 21st Street,Manhattan,10011,40.744349,-74.000253,4,3,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square
07/16/2014,,PS 11 - Summer Camp (1st & 2nd Graders),PS 11,320 West 21st Street,Manhattan,10011,40.744349,-74.000253,4,3,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square
07/15/2014,,Senior Hurricane Preparedness,Vandalia Senior Center,47 Vandalia Avenue,Brooklyn,11239,40.649799,-73.88676,5,42,105804,3348859,3044310100,Starrett City
07/15/2014,,CLIP ESOL Presentation,LaGuardia Community College,"29-30 Thomson Ave, C-building, room C-320",Queens,11101,40.745208,-73.937537,2,26,1,,,Hunters Point-Sunnyside-West Maspeth
07/14/2014,,My Emergency Plan,Sea Crest Health Center,3035 West 24 Street,Brooklyn,11224,40.572861,-73.990573,13,47,352,3189635,3070700148,Seagate-Coney Island
07/13/2014,,GrowNYC Greenmarket,92nd Street Market,"First Ave, Between 92nd & 93rd Sts",Manhattan,,,,,,,,,
07/13/2014,,Hester Street,Seward Park,Essex Street,Manhattan,,,,,,,,,
07/12/2014,,Community Church Presentation,Overcoming through Holiness Ministries,,Brooklyn,,,,,,,,,
07/12/2014,,GrowNYC Greenmarket,Socrates Sculpture Park,Vernon Blvd & Broadway (Inside the Park),Queens,,,,,,,,,
07/11/2014,,Hurrcane Preparedness,Stanley Isaacs Senior Center,415 East 93 Street,Manhattan,10128,40.780904,-73.945112,8,5,152,1082367,1015730001,Yorkville
07/10/2014,,RNY for NYCHA,Twin Parks East,"2070 Clinton Ave, TA Room 14L",Bronx,10457,40.847236,-73.888101,6,15,371,2012652,2030940014,East Tremont
07/08/2014,,Ready NY for NYCHA,International Towers,90-20 170 St,Queens,11432,40.708578,-73.790579,12,27,460,4209721,4098020041,Jamaica
02/14/2013,,PS 154 Workshop,PS 154,250 W. 127th St.,Manhattan,10027,40.810928,-73.948938,10,9,224,1058671,1019320010,Central Harlem North-Polo Grounds
07/08/2014,,Senior Hurricane Preparedness,Marble Hill Senior Center,5365 Broadway,Bronx,10463,40.876062,-73.907886,8,10,309,1082782,1022150623,Marble Hill-Inwood
07/08/2014,,Citizen Preparedness Training,Grand St Guild Apartments Community Room,131 Broome St,Manhattan,10002,40.716214,-73.983976,3,1,12,1077598,1003410070,Lower East Side
07/07/2014,,Hurricane Preparedness,Wyckoff Gardens Senior Center,280 Wyckoff Avenue80 Wyckoff AvenueqBrooklyn,Brooklyn,11237,40.699993,-73.911927,4,37,439,3076373,3033370029,Bushwick North
07/06/2014,,Hester Street,Seward Park,Essex St & Hester St,Manhattan,,,,,,,,,
07/05/2014,,Medicare - Family Day,Dr. Pearlmans Medical Office,8414 18th Avenue,Brooklyn,11214,40.608296,-74.001376,11,43,178,,,Bath Beach
07/02/2014,,RNY for ESOL,LaGuardia Community College,31-10 Thomson Ave,Queens,11101,40.744902,-73.935022,2,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
06/30/2014,,Affordable Housing Institue Spring 2014 Workshop,50 Broad Street,50 Broad Street,Manhattan,10004,40.705689,-74.011455,1,1,9,1000820,1000240036,Battery Park City-Lower Manhattan
06/30/2014,,Tools for Building Community Resilience,FAC Community Center,621 Degraw St,Brooklyn,11217,40.678948,-73.982857,6,33,119,3336109,3004200045,Park Slope-Gowanus
06/30/2014,,Hurricane Preparedness,CCNS Seaside Senior Center,320 Beach 94 Street,Queens,11693,40.5877,-73.817309,14,32,94202,4303571,4161260004,Hammels-Arverne-Edgemere
06/30/2014,,Cure Violence Community Fair,Von King Park,672 Lafayette Avenue between Marcy & Tompkins,Brooklyn,11216,40.690375,-73.947101,3,36,261,,,Bedford
06/29/2014,,Achilles International Race for Hope and Possiblity,Summerstage,Central Park,Manhattan,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan
06/29/2014,,Hester Street Fair,Seward Park,Essex St & Hester St,Manhattan,,,,,,,,,
06/28/2014,,12th Annual Harlem Wellness Community Street Fair,West 122nd St,West 122nd St,Manhattan,,,,,,,,,
06/28/2014,,S.M.I.L.E Event,Saratoga Square Park,Halsey St btwn Howard & Saratoga Aves,Brooklyn,,,,,,,,,
06/28/2014,,Crime Prevention Forum,St Augustine's Episcopal Church,4301 Avenue D,Brooklyn,11203,40.641735,-73.935962,17,45,838,3112082,3049600044,East Flatbush-Farragut
06/27/2014,,Borough President's Cabinet Meeting,Manhattan Borough President's Office,Center St,Manhattan,,,,,,,,,
06/27/2014,,Annual Carribean Heritage Celebration,Wintage High School,600 Kingston Ave,Brooklyn,11203,40.658893,-73.942458,9,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate
06/27/2014,,Markham Day,70 N. Burgher Avenue,70 N. Burgher Avenue,Staten Island,10310,40.63965,-74.11545,1,49,97,5132994,5001690001,West New Brighton-New Brighton-St. George
06/26/2014,,Community Board 13 General Body meeting,New York Aquarium,West 8th Street & Surf Ave,Brooklyn,,,,,,,,,
06/26/2014,,Inner Force -- Parent and Staff Workshop,Inner Force,1181 East New York Avenue,Brooklyn,11212,40.666781,-73.923498,8,41,359,3037640,3013990125,Crown Heights North
06/26/2014,,Annual Health Fair,Gershwin Elementary School P.S. 166,"Playground on Linden Blvd, btw Vermont and Stanley",Brooklyn,,,,,,,,,
06/26/2014,,RNY for NYCHA,Public School 139,120 West 140 St,Manhattan,10030,40.817579,-73.939272,10,9,230,1060054,1020080013,Central Harlem North-Polo Grounds
06/25/2014,,Emergency Planning for Small Business (47th St. BID),Valley National Bank,62 W. 47th St,Manhattan,10036,40.757451,-73.980469,5,4,96,1034356,1012627501,Midtown-Midtown South
06/25/2014,,Citizen Preparedness Training,College of Staten Island,2800 Victory Blvd,Staten Island,10314,40.608853,-74.153335,2,50,27301,5000000,5020400001,New Springville-Bloomfield-Travis
06/25/2014,,Hurricane Preparedness,RAICES Red Hood Senior Center,110 West 9th Street,Brooklyn,11231,40.676024,-74.002318,6,38,85,3339411,3005380001,Carroll Gardens-Columbia Street-Red Hook
06/25/2014,,25th Precinct Community Council Meeting,25th Precinct,120 East 119th St,Manhattan,10035,40.800892,-73.941025,11,9,182,1054360,1017670062,East Harlem North
06/25/2014,,6th Precinct Community Council Meeting,Our Lady of Pompeii Church,25 Carmine St,Manhattan,10014,40.730178,-74.002955,2,3,67,1009904,1005860020,West Village
06/24/2014,,114th Precinct Community Council Meeting,Ricardo's Catering Hall,2101 24th Ave,Queens,11102,40.776515,-73.921365,1,22,97,4019319,4008760012,Steinway
06/24/2014,,108th Precinct Community Council Meeting,Sunnyside Community Center,43-31 39th St,Queens,11104,40.74519,-73.925909,2,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth
08/20/2016,,Health Empowerment Celebration,Sunset Park Recreation Center,"7th Avenue and 43rd Street,",Brooklyn,,,,,,,,,
06/24/2014,,17th Precinct Community Council Meeting,Sutton Place Synagogue,225 E. 51st St,Manhattan,10022,40.756156,-73.969586,6,4,98,1038467,1013250015,Turtle Bay-East Midtown
05/06/2017,,New York Metro Abilities Expo,New Jersey Convention & Expo Center,97 Sunfield Avenue,"Edison, NJ",,,,,,,,,
06/24/2014,,RNY in Chinese (Knickerbocker Village),PS/IS,80 Catherine St,Manhattan,10038,40.710729,-73.996631,3,1,25,1083357,1001110160,Chinatown
06/24/2014,,RNY for NYCHA,LaGuardia Addition Senior Center,"282 Cherry St, first floor",Manhattan,10002,40.711387,-73.988356,3,1,6,1003211,1002560014,Lower East Side
06/24/2014,,Community Board Meeting - Staten Island 3,CYO Center @ Mission of the Immaculate Virgin,6451 Hylan Blvd,Staten Island,10309,40.509336,-74.219708,3,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville
06/24/2014,,Community Board Meeting - Manhattan 3,Cooper Union Rose auditorium,41 Cooper Square,Manhattan,10003,40.728361,-73.99076,3,2,38,1006642,1004620001,East Village
06/24/2014,,Community Board Meeting - Manhattan 1,Gibney Dance Center,280 Broadway (enter from 53 Chambers St),Manhattan,10007,40.714417,-74.006089,1,1,31,1079215,1001530001,SoHo-TriBeCa-Civic Center-Little Italy
06/24/2014,,Community Board Meeting - Brooklyn 15,Kingsborough Community College - Faculty Dining Ro,2001 Oriental Blvd,Brooklyn,11235,40.578497,-73.9349,15,48,616,3326937,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
06/24/2014,,City Island Civic Association Meeting,City Island Civic Association,190 Fordham St,Bronx,10464,40.847655,-73.784647,10,13,516,2082595,2056437501,Pelham Bay-Country Club-City Island
06/24/2014,,Hurricane Preparedness for Seniors,Our Lady of Pompeii Senior Center,25 Carmine Street,Manhattan,10014,40.730178,-74.002955,2,3,67,1009904,1005860020,West Village
06/23/2014,,RNY for NYCHA,BronxWorks Betances Community Center,547 E 146th St,Bronx,10455,40.812673,-73.915181,1,8,43,2093912,2022720038,Mott Haven-Port Morris
06/23/2014,,RNY for NYCHA,Shelton Senior Center,"89-09 162nd St, #1K",Queens,11432,40.706571,-73.799061,12,24,44601,4208882,4097610036,Jamaica
06/23/2014,,Community Board meeting - Queens 13,Bellerose Assembly of God Church,2415 Hillside Ave,Queens,,,,,,,,,
06/22/2014,,Citizen Preparedness Training,JCC of Staten Island,1466 Manor Rd,Staten Island,10314,40.594454,-74.125677,2,50,181,5141743,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
06/22/2014,,Hester Street Fair,Hester Street & Essex Street,Seward Park,Manhattan,10002,40.714801,-73.98929,3,1,1401,,,Lower East Side
06/21/2014,,Roosevelt Island Day,Roosevelt Island,Roosevelt Island,Manhattan,10044,40.757474,-73.954451,8,5,23801,,,Lenox Hill-Roosevelt Island
06/21/2014,,Hurricane Table @ Abingdon Green Market,Abingdon Square Greenmarket,Hudson St & West 12th St,Manhattan,,,,,,,,,
06/21/2014,,RNY Summer Library Series,Langston Hughes Community Library,100-01 Northern Boulevard,Queens,11368,40.757361,-73.868331,3,21,363,4437193,4016950039,East Elmhurst
06/21/2014,,RNY Summer Library Outreach Series - Harlem Branch,Harlem Library,9 West 124th Street,Manhattan,10027,40.805944,-73.943209,10,9,200,1053460,1017220030,Central Harlem South
06/21/2014,,Red Cross Emergency Preparedness Day,Arverne Pilgrim Church,7508 Beach Channel Dr,Queens,11692,40.59063,-73.803432,14,31,94202,4303283,4160800001,Hammels-Arverne-Edgemere
06/19/2014,,Staff Resource Fair,"Google, Inc.",111 8th Ave,Manhattan,10011,40.740704,-74.001844,4,3,83,1013043,1007390001,Hudson Yards-Chelsea-Flatiron-Union Square
06/19/2014,,One Brooklyn Resource Fair,Brooklyn Borough Hall,209 Joralemon St,Brooklyn,11201,40.692476,-73.990487,2,33,11,3000256,3001390001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
06/19/2014,,Community Board meeting - Bronx 10,Providence Rest,3304 Waterbury Ave,Bronx,10465,40.837222,-73.818012,10,13,27402,2075316,2054090100,Pelham Bay-Country Club-City Island
06/19/2014,,Community Board meeting - Manhattan 2,Scholastic Building auditorium,577 Broadway,Manhattan,10012,40.72457,-73.997514,2,1,49,1007954,1005120022,SoHo-TriBeCa-Civic Center-Little Italy
06/19/2014,,Community Board meeting - Manhattan 9,Fortune Society,630 Riverside Dr,Manhattan,10031,40.824215,-73.954745,9,7,225,1076736,1020880012,Hamilton Heights
06/19/2014,,Trans./Public Safety Committee - Brooklyn CB 6,Cobble Hill Community Meeting Room,250 Baltic St,Brooklyn,11201,40.686295,-73.994671,6,39,45,3003535,3003120024,Carroll Gardens-Columbia Street-Red Hook
06/19/2014,,RNY for NYCHA,Corsi Senior Center,307 E 116 St,Manhattan,10029,40.796935,-73.93759,11,8,188,1079357,1016880045,East Harlem North
06/19/2014,,Hurricane Preparedness,Brookdale Senior Center,131 Beach 19th Street,Queens,11691,40.593761,-73.753207,14,31,99802,4301622,4158100055,Far Rockaway-Bayswater
06/19/2014,,Community Board Meeting - Queens 3,Diversity Plaza,37th Road b/n 73rd & 74th Sts,Queens,,,,,,,,,
06/18/2014,,101st Precinct Community Council meeting,,1821 Cornaga Ave,Queens,11691,40.602412,-73.750459,14,31,101001,4539379,4155630012,Far Rockaway-Bayswater
06/18/2014,,Community Board meeting - Manhattan 8,Memorial Sloan Kettering Auditorium,430 E. 67th St,Manhattan,10065,40.764263,-73.957515,8,5,116,1045570,1014610013,Lenox Hill-Roosevelt Island
06/18/2014,,Mt. Sinai,Mt. Sinai,3201 Kings Highway,Brooklyn,11234,40.617911,-73.943009,18,45,746,3210431,3076680024,Flatlands
06/18/2014,,Community Meeting,Day Care Council of New York,"2082 Lexington Ave, 2nd Floor",Manhattan,10035,40.804763,-73.937149,11,9,196,1054488,1017740056,East Harlem North
06/18/2014,,Community Board meeting - Queens 12,Robert Ross Johnson Family Life Center,172-17 Linden Blvd,Queens,11434,40.691941,-73.778064,12,27,432,4448875,4102870062,St. Albans
06/18/2014,,IS 318- Teen Workshops ( 8th Grade),IS 318,101 Walton Street,Brooklyn,11206,40.7025,-73.948869,1,33,509,3061328,3022460001,Williamsburg
06/18/2014,,IS 318- Teen Workshops ( 6th Grade),IS 318,101 Walton Street,Brooklyn,11206,40.7025,-73.948869,1,33,509,3061328,3022460001,Williamsburg
06/18/2014,,IS 318- Teen Workshops ( 7th Grade),IS 318,101 Walton Street,Brooklyn,11206,40.7025,-73.948869,1,33,509,3061328,3022460001,Williamsburg
06/18/2014,,IS 318- Teen Workshops ( 7th Grade),IS 318,101 Walton Street,Brooklyn,11206,40.7025,-73.948869,1,33,509,3061328,3022460001,Williamsburg
06/18/2014,,IS 318- Teen Workshops ( 8th Grade),IS 318,101 Walton Street,Brooklyn,11206,40.7025,-73.948869,1,33,509,3061328,3022460001,Williamsburg
06/17/2014,,Service Providers: Emergency Planning for PWD,New School University,66 W 12th St,Manhattan,10011,40.735506,-73.996576,2,3,63,1083136,1005750017,West Village
06/17/2014,,ELESAIR Project,Grosvenor YMCA,176 W 105th St,Manhattan,10025,40.799582,-73.965803,7,7,189,1055926,1018590063,Upper West Side
06/17/2014,,Community Board meeting - Manhattan 11,East Harlem Council for Community Improvement,43 E. 120th St.,Manhattan,10035,40.802708,-73.943324,11,9,198,1000000,1017190001,East Harlem North
06/17/2014,,Community Meeting,Day Care Council of New York,"2082 Lexington Ave, 2nd Floor",Manhattan,10035,40.804763,-73.937149,11,9,196,1054488,1017740056,East Harlem North
06/17/2014,,46th Precinct Community Council meeting,46th Precinct,2120 Ryer Ave,Bronx,10457,40.85359,-73.900575,5,15,381,2013535,2031490090,Mount Hope
06/17/2014,,Hurricane Preparedness,Marlboro Senior Center,2298 West 8th Street,Brooklyn,11223,40.592081,-73.978468,13,47,382,3322179,3071400016,Gravesend
06/17/2014,,123rd Precinct Community Council meeting,Community Board 3 office,655 Rossville Ave (inside Woodrow shopping plaza),Staten Island,10309,40.5426,-74.208333,3,51,20801,5079747,5061450300,Rossville-Woodrow
06/17/2014,,Tenant Preparedness Meeting,Park West Village,400 Central Park West,Manhattan,10025,40.7932,-73.963585,7,7,185,1055288,1018337504,Upper West Side
06/17/2014,,Ready School of The Year -- PS 130,PS 130,143 Baxter Street,Manhattan,10013,40.718903,-73.998438,2,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy
06/17/2014,,72nd Precinct Community Council Meeting,72nd Precinct,830 4th Ave,Brooklyn,11232,40.65815,-74.00044,7,38,101,3009843,3006680029,Sunset Park West
06/17/2014,,Emergency Planning for Older Adults & People with Disabilities,New School University,New School University,Manhattan,10011,40.73553,-73.997056,2,3,63,1000000,1005750017,West Village
06/17/2014,,13th Precinct Community Council meeting,13th Precinct,230 E. 21st St,Manhattan,10010,40.737195,-73.983271,6,2,64,1019613,1009010006,Gramercy
06/16/2014,,RNY for NYCHA,College Point Houses,125-01 22nd Ave,Queens,11356,40.78016,-73.843237,7,19,925,4099269,4041700001,College Point
06/15/2014,,Hester Street Fair,Hester Street,Seward Park,Manhattan,10002,40.714801,-73.98929,3,1,1401,,,Lower East Side
06/14/2014,,Canarsie Event,Canarsie Park,Seaview Ave (btwn East 84th & East 87th St),Brooklyn,,,,,,,,,
06/14/2014,,Hurricane Preparedness at Greenmarket,Tribeca Greenmarket,Greenwich St b/n Chambers & Duane,Manhattan,,,,,,,,,
06/14/2014,,Community Health Fair,Mount Lebanon Baptist Church,230 Decatur Street,Brooklyn,11233,40.681376,-73.933948,3,36,297,3047407,3016800009,Crown Heights North
06/14/2014,,Good Old Lower East Side Preparedness Fair,Village East,169 Ave B,Manhattan,10009,40.727253,-73.979612,3,2,28,1004875,1003930006,Lower East Side
06/13/2014,,CUNY Workshop Immigrant Adult Literacy,Murphy Institute,"25 W 43 St, 19 Fl",Manhattan,10036,40.754599,-73.981426,5,4,96,1034206,1012590019,Midtown-Midtown South
06/13/2014,,NYS Office of Alcoholism & Substance Abuse,OASAS Office,501 7 th Avenue,Manhattan,,,,,,,,,
06/13/2014,,Hurricane Preparedness,Luna Park Senior Center,2880 West 12th Street,Brooklyn,11224,40.577347,-73.979625,13,47,350,3196559,3072660060,West Brighton
06/12/2014,,RNY for NYCHA,Thurgood Marshall,"1970 Amsterdam Ave, Community Room",Manhattan,10032,40.83328,-73.94174,12,7,241,1076742,1021160033,Washington Heights South
06/12/2014,,RNY for NYCHA,Bethune Gardens,"1945 Amsterdam Ave, Meeting Room",Manhattan,10032,40.832498,-73.942294,12,7,239,1062490,1021070059,Washington Heights South
06/12/2014,,Housing Committee meeting - Brooklyn CB 17,St Teresa's auditorium,4410 Avenue D,Brooklyn,11203,40.641786,-73.934924,17,45,838,3338988,3049780001,East Flatbush-Farragut
06/12/2014,,My Plan Preparedness,Hazel Brooks Senior Center,961 Ocean Avenue,Brooklyn,11226,40.638891,-73.958877,14,40,51601,3120264,3052060062,Flatbush
06/11/2014,,NYS EAP Coordinators Meeting,"State Office Building, 13th Floor",55 Hanson Place,Brooklyn,11217,40.685378,-73.975554,2,35,35,3059236,3021130001,Fort Greene
06/11/2014,,RNY for NYCHA,Conlon-Lihfe Senior Center,92-33 170th St,Queens,11433,40.706193,-73.789136,12,27,444,4457492,4102120033,Jamaica
06/11/2014,,Community Board meeting - Manhattan 6,NYU Langone Medical Center - Alumni Hall B,550 1st Ave,Manhattan,10016,40.742293,-73.974594,6,4,62,1085588,1009627501,Murray Hill-Kips Bay
06/11/2014,,44th Precinct Community Council meeting,Rehabilitation and Nursing Center - 2nd floor,1072 Grand Concourse,Bronx,10456,40.831527,-73.920093,4,16,18102,2002827,2024620010,East Concourse-Concourse Village
